epoch: 1 loss: tensor(0.8223, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8223, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30065468., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6852, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 7 loss: tensor(0.1042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9337, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30308726., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4492, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 8 loss: tensor(0.1199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9632, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30210788., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4261, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 9 loss: tensor(0.1095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0575, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30155370., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4740, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 10 loss: tensor(0.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9622, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30350544., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5182, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(0.0701, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0701, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0701, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30272700., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5168, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30159008., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3786, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(0.1288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30308298., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4764, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0037, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30344056., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4937, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(0.0957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30275496., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4810, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1921, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30295662., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5861, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(0.1235, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8925, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1235, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1235, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30236250., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3425, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.1084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0755, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30299368., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4583, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.1194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30212126., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4257, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.1332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9297, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30144718., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3424, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.1078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0827, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30325564., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5244, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.0960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1294, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30273484., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4732, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3283, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30275108., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5754, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.1106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30173980., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4334, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.1206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30195412., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4478, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30190608., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3721, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.1046, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9991, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1046, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1046, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30292760., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5212, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.1098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8684, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30209816., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4129, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.1009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30301788., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4894, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.0960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30235168., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4051, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.1092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1092, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30232856., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4654, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0529, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30148950., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5015, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.1088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30222836., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4193, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30212072., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3988, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2081, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30360664., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5079, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.1197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0234, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30208392., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4019, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.1345, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1345, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1345, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30309794., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5581, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.1068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30310116., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5311, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.1327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30281850., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4433, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.0847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1172, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0847, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30289264., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5035, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.0855, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0855, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0855, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30254740., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4703, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.1195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30271088., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4121, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.1230, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8722, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1230, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1230, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30197316., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3911, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0570, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30229988., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4550, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.1043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9718, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30292476., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4980, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.1226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30295864., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4103, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.0829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30285692., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5363, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.0945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30212816., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4304, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.1080, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0493, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1080, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1080, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30397096., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4971, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.1135, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7824, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1135, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1135, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30193914., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3308, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.1049, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0496, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1049, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1049, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30325666., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4353, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.1221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9321, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30132128., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4325, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.1214, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2679, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1214, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1214, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30271926., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5660, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.0979, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0979, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0979, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30257868., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5182, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.1039, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1039, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1039, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30371898., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4450, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.0804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30289540., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4690, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.1103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7768, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30204980., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3378, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(0.1086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9305, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30250248., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3847, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(0.0826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30298312., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5271, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(0.0973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30337782., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4516, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(0.1150, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1150, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1150, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30260758., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3611, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(0.1202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.8925, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30251074., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4410, device='cuda:0', grad_fn=<MseLossBackward0>)
