epoch: 1 loss: tensor(0.9591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8448, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6626.1367, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7.1281, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8957, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: (tensor(0.7289, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 40 loss: (tensor(0.7836, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 41 loss: (tensor(0.6280, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 42 loss: (tensor(0.6639, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 43 loss: (tensor(0.6393, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 44 loss: (tensor(0.6720, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 45 loss: (tensor(0.6952, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 46 loss: (tensor(0.5646, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 47 loss: (tensor(0.7881, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 48 loss: (tensor(0.6976, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 49 loss: (tensor(0.6217, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 50 loss: (tensor(0.6338, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 51 loss: (tensor(0.7195, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 52 loss: (tensor(0.6279, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 53 loss: (tensor(0.5686, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 54 loss: (tensor(0.8565, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 55 loss: (tensor(0.6822, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 56 loss: (tensor(0.6887, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 57 loss: (tensor(0.7428, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 58 loss: (tensor(0.4941, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 59 loss: (tensor(0.6121, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 60 loss: (tensor(0.6204, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 61 loss: (tensor(0.6251, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 62 loss: (tensor(0.6651, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 63 loss: (tensor(0.5684, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 64 loss: (tensor(0.6838, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 65 loss: (tensor(0.6605, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 66 loss: (tensor(0.6727, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 67 loss: (tensor(0.6987, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 68 loss: (tensor(0.5708, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 69 loss: (tensor(0.7853, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 70 loss: (tensor(0.6510, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 71 loss: (tensor(0.6271, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 72 loss: (tensor(0.6764, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 73 loss: (tensor(0.6396, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 74 loss: (tensor(0.6460, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 75 loss: (tensor(0.6157, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 76 loss: (tensor(0.6865, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 77 loss: (tensor(0.6590, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 78 loss: (tensor(0.6873, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 79 loss: (tensor(0.7324, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 80 loss: (tensor(0.7033, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 81 loss: (tensor(0.6475, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 82 loss: (tensor(0.5851, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 83 loss: (tensor(0.6004, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 84 loss: (tensor(0.6099, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 85 loss: (tensor(0.8039, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 86 loss: (tensor(0.6184, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 87 loss: (tensor(0.6367, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 88 loss: (tensor(0.7469, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 89 loss: (tensor(0.6982, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 90 loss: (tensor(0.6060, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 91 loss: (tensor(0.5509, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 92 loss: (tensor(0.6281, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 93 loss: (tensor(0.7568, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 94 loss: (tensor(0.5543, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 95 loss: (tensor(0.5558, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 96 loss: (tensor(0.6273, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 97 loss: (tensor(0.6836, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 98 loss: (tensor(0.6725, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 99 loss: (tensor(0.5839, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 100 loss: (tensor(0.6051, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 1 loss: (tensor(0.6460, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 2 loss: (tensor(0.7375, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 3 loss: (tensor(0.7778, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 4 loss: (tensor(0.5756, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 5 loss: (tensor(0.7685, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 6 loss: (tensor(0.6853, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 7 loss: (tensor(0.6389, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 8 loss: (tensor(0.7056, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 9 loss: (tensor(0.5763, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 10 loss: (tensor(0.6292, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 11 loss: (tensor(0.7446, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 12 loss: (tensor(0.6528, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 13 loss: (tensor(0.8015, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 14 loss: (tensor(0.7088, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 15 loss: (tensor(0.7087, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 16 loss: (tensor(0.4922, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 17 loss: (tensor(0.6618, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 18 loss: (tensor(0.7145, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 19 loss: (tensor(0.6103, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 20 loss: (tensor(0.5914, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 21 loss: (tensor(0.6803, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 22 loss: (tensor(0.5736, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 23 loss: (tensor(0.6265, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 24 loss: (tensor(0.6377, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 25 loss: (tensor(0.6168, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 26 loss: (tensor(0.5928, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 27 loss: (tensor(0.6626, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 28 loss: (tensor(0.6757, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 29 loss: (tensor(0.5868, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 30 loss: (tensor(0.6674, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 31 loss: (tensor(0.7362, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 32 loss: (tensor(0.7584, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 33 loss: (tensor(0.6538, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 34 loss: (tensor(0.5376, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 35 loss: (tensor(0.5749, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 36 loss: (tensor(0.6443, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 37 loss: (tensor(0.5833, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 38 loss: (tensor(0.7572, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 39 loss: (tensor(0.7428, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 40 loss: (tensor(0.6820, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 41 loss: (tensor(0.6660, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 42 loss: (tensor(0.6898, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 43 loss: (tensor(0.6486, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 44 loss: (tensor(0.6086, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 45 loss: (tensor(0.8172, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 46 loss: (tensor(0.6536, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 47 loss: (tensor(0.6554, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 48 loss: (tensor(0.7022, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 49 loss: (tensor(0.6112, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 50 loss: (tensor(0.5924, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 51 loss: (tensor(0.6144, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 52 loss: (tensor(0.5390, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 53 loss: (tensor(0.5646, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 54 loss: (tensor(0.5962, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 55 loss: (tensor(0.5462, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 56 loss: (tensor(0.5611, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 57 loss: (tensor(0.6874, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 58 loss: (tensor(0.7006, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 59 loss: (tensor(0.5071, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 60 loss: (tensor(0.6701, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 61 loss: (tensor(0.5523, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 62 loss: (tensor(0.5401, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 63 loss: (tensor(0.6134, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 64 loss: (tensor(0.6116, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 65 loss: (tensor(0.5827, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 66 loss: (tensor(0.4836, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 67 loss: (tensor(0.5946, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 68 loss: (tensor(0.7063, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 69 loss: (tensor(0.5789, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 70 loss: (tensor(0.5893, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 71 loss: (tensor(0.7366, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 72 loss: (tensor(0.5806, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 73 loss: (tensor(0.8337, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 74 loss: (tensor(0.6404, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 75 loss: (tensor(0.5875, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 76 loss: (tensor(0.5104, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 77 loss: (tensor(0.5169, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 78 loss: (tensor(0.5130, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 79 loss: (tensor(0.7025, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 80 loss: (tensor(0.6965, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 81 loss: (tensor(0.5625, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 82 loss: (tensor(0.5771, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 83 loss: (tensor(0.7465, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 84 loss: (tensor(0.6848, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 85 loss: (tensor(0.6013, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 86 loss: (tensor(0.5353, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 87 loss: (tensor(0.5316, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 88 loss: (tensor(0.6179, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 89 loss: (tensor(0.6489, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 90 loss: (tensor(0.4841, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 91 loss: (tensor(0.5652, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 92 loss: (tensor(0.5978, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 93 loss: (tensor(0.6063, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 94 loss: (tensor(0.6765, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 95 loss: (tensor(0.5241, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 96 loss: (tensor(0.6414, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 97 loss: (tensor(0.6793, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 98 loss: (tensor(0.5902, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 99 loss: (tensor(0.7153, device='cuda:0', grad_fn=<MseLossBackward0>),)
epoch: 100 loss: (tensor(0.6175, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 24, 15, 15])
torch.Size([128, 24, 28, 28])
torch.Size([128, 24, 8, 8])
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 1 loss: (tensor(0.8338, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 2 loss: (tensor(0.7328, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 3 loss: (tensor(0.7940, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 4 loss: (tensor(0.6565, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 5 loss: (tensor(0.7227, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 6 loss: (tensor(0.6812, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 7 loss: (tensor(0.7110, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 8 loss: (tensor(0.7383, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 9 loss: (tensor(0.6575, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 10 loss: (tensor(0.6312, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 11 loss: (tensor(0.6452, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 12 loss: (tensor(0.7559, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 13 loss: (tensor(0.6635, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 14 loss: (tensor(0.6424, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 15 loss: (tensor(0.5911, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 16 loss: (tensor(0.6728, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 17 loss: (tensor(0.5715, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 18 loss: (tensor(0.4905, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 19 loss: (tensor(0.7000, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 20 loss: (tensor(0.6467, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 21 loss: (tensor(0.5813, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 22 loss: (tensor(0.5978, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 23 loss: (tensor(0.6158, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 24 loss: (tensor(0.6797, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 25 loss: (tensor(0.7503, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 26 loss: (tensor(0.6820, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 27 loss: (tensor(0.4882, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 28 loss: (tensor(0.6639, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 29 loss: (tensor(0.6565, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 30 loss: (tensor(0.5450, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 31 loss: (tensor(0.6044, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 32 loss: (tensor(0.6535, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 33 loss: (tensor(0.6909, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 34 loss: (tensor(0.6442, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 35 loss: (tensor(0.6966, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 36 loss: (tensor(0.6399, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 37 loss: (tensor(0.6046, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 38 loss: (tensor(0.6294, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 39 loss: (tensor(0.6325, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 40 loss: (tensor(0.6517, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 41 loss: (tensor(0.5945, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 42 loss: (tensor(0.6829, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 43 loss: (tensor(0.7015, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 44 loss: (tensor(0.4871, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 45 loss: (tensor(0.5183, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 46 loss: (tensor(0.5039, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 47 loss: (tensor(0.5062, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 48 loss: (tensor(0.5851, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 49 loss: (tensor(0.5755, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 50 loss: (tensor(0.6934, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 51 loss: (tensor(0.6281, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 52 loss: (tensor(0.5670, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 53 loss: (tensor(0.5914, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 54 loss: (tensor(0.5899, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 55 loss: (tensor(0.7872, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 56 loss: (tensor(0.6610, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 57 loss: (tensor(0.7206, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 58 loss: (tensor(0.7108, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 59 loss: (tensor(0.5574, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 60 loss: (tensor(0.5836, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 61 loss: (tensor(0.6438, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 62 loss: (tensor(0.6788, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 63 loss: (tensor(0.7029, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 64 loss: (tensor(0.5072, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 65 loss: (tensor(0.5451, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 66 loss: (tensor(0.5429, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 67 loss: (tensor(0.5389, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 68 loss: (tensor(0.7225, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 69 loss: (tensor(0.5287, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 70 loss: (tensor(0.7008, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 71 loss: (tensor(0.4888, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 72 loss: (tensor(0.5772, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 73 loss: (tensor(0.6763, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 74 loss: (tensor(0.7643, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 75 loss: (tensor(0.5885, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 76 loss: (tensor(0.5780, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 77 loss: (tensor(0.6285, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 78 loss: (tensor(0.5505, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 79 loss: (tensor(0.6971, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 80 loss: (tensor(0.5149, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 81 loss: (tensor(0.5919, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 82 loss: (tensor(0.5363, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 83 loss: (tensor(0.6273, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 84 loss: (tensor(0.6072, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
epoch: 85 loss: (tensor(0.5793, device='cuda:0', grad_fn=<MseLossBackward0>),)
torch.Size([128, 14])
torch.Size([41, 14])
