epoch: 1 loss: tensor(0.6898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1995.0674, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7785, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68605904., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9325, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(3.5168, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8980, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4499.1611, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63826016., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9070, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(3.8722, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0665, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4582.3940, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63776848., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0724, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(3.1982, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8782, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4508.5332, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7781, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6551, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63676536., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8868, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(4.1828, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6318.0645, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7759, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63822064., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1938, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(3.7735, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4587.6191, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9991, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63904632., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0208, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(3.6980, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9837, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3823.0535, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9511, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7724, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63808876., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9908, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(3.4808, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5760.2119, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9469, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7896, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63839360., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8775, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(2.9897, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7842, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4189.3525, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7740, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6412, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63666560., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7903, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(3.3347, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3717.6343, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9029, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63622852., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8128, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(3.4685, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4426.8140, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9449, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7538, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63780712., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8903, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(3.4198, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9372, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4461.8330, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6956, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63741888., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9477, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(3.6520, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4512.9854, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0279, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7688, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63797332., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9333, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(3.3284, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8996, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3838.0029, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63682504., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9101, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(4.0469, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9576, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5411.2856, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1617, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9547, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64056552., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9729, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(3.7019, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9652, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3796.4863, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9536, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63852408., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9745, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(3.9238, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4107.8613, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0659, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7385, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63976560., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0672, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(3.5130, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9350, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4769.2163, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63827592., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9488, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(4.2043, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0407, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4731.6240, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9083, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63908384., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0538, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(4.0078, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5092.7842, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63886064., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1893, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(3.8513, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0257, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4919.7236, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63937480., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0409, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(3.5983, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5094.4141, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7577, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63853648., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9676, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(4.8657, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0808, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4493.4932, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2021, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64210872., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0984, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(3.2100, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4366.7939, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5948, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63934152., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9193, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(4.3557, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5749.5854, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2462, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1248, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64006632., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9996, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 100 loss: tensor(4.4779, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0681, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3964.9387, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2855, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0460, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64052512., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0783, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 1 loss: tensor(1.0783, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6174.0874, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64223600., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0783, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 2 loss: tensor(0.9077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4487.6143, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9906, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8214, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64165604., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9077, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 3 loss: tensor(1.0863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0769, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6742.9058, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64235000., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0863, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 4 loss: tensor(0.9560, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9489, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4560.9756, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9085, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7499, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64097836., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9560, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 5 loss: tensor(0.9886, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9814, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4555.9966, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2886, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(64095256., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9886, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 6 loss: tensor(1.0287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0149, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4295.5879, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8848, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63826804., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0287, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 7 loss: tensor(1.0279, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0141, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5006.9736, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63937240., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0279, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 8 loss: tensor(0.9876, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9789, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5095.3379, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8764, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7559, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63816876., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9876, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 9 loss: tensor(0.9657, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9589, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4831.8564, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9979, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8383, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63998520., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9657, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 10 loss: tensor(1.0700, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0510, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5891.3779, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63983416., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0700, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(1.0008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4874.8081, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6244, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63744016., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0008, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.9059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5461.8682, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9244, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7677, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63774232., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9059, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(1.0320, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6197.3359, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0341, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63903544., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0320, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.8484, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8450, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4017.2661, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9339, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63855156., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8484, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(1.0116, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9990, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4021.8928, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9301, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63801152., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0116, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.9835, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9758, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4776.7148, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9623, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63719076., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9835, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(1.1091, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0983, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3958.5417, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8923, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63676480., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1091, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(1.1128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1072, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5509.2769, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63794052., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1128, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.9231, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9204, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3501.4314, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9617, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63667428., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9231, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.8038, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4168.6821, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8985, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63623992., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8038, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.7554, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7781, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5428.9082, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9674, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63822532., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7554, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.9761, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4781.2725, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9333, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63836024., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9761, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.9706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4661.9937, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63632936., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9706, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.9528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5433.2109, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8830, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8842, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63797088., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9528, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.9445, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0369, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5511.1338, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9598, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63844648., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9445, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.9932, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0573, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5157.3042, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0250, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63808928., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9932, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(1.1208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1622, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5369.8545, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2268, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63933888., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1208, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.9936, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0541, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5124.8711, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8962, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63680384., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9936, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.8179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3964.6208, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0498, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1499, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63822680., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8179, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.8773, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2558, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4840.1475, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8584, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63709612., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8773, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.9200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4959, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5762.3594, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9323, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(63936164., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9200, device='cuda:0', grad_fn=<MseLossBackward0>)
