epoch: 1 loss: tensor(0.6020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3537.9800, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1411, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3668e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9751, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.4807, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4807, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10946.9951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1989, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0260, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3840e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9609, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.5069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11041.0391, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2624, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0298, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3835e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1016, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(0.4728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11124.2432, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3819e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9421, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(0.4940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11022.6992, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3834e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0180, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(0.4910, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4910, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11166.4668, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2436, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0051, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(0.4802, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4802, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11089.7793, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3863e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9566, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(0.4656, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4656, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11020.1250, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0280, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3828e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9558, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(0.5236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11178.4258, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3822, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3842e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0587, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(0.5294, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5294, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10969.5059, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0269, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3850e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0806, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(0.5190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11206.1055, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0201, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3841e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0638, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(0.5037, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5037, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10846.1885, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2354, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0310, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3854e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0343, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(0.5280, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5280, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11115.3545, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3074, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0390, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3801e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0606, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(0.4331, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4331, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11034.9883, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3814e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9016, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(0.4729, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4729, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11056.6836, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2707, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3832e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9580, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(0.5068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11246.3633, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3164, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3837e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0557, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(0.5068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11381.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0211, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3833e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0829, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(0.4849, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4849, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11265.5234, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2291, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0238, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3820e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0157, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(0.4444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11255.8105, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2879, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3833e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8734, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(0.5147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11141.6201, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3419, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3847e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0673, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(0.5263, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5263, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11245.2920, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0309, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3849e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1289, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(0.5155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11303.4863, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3848e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0778, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(0.4712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11179.8848, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2550, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3851e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9809, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(0.4628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11226.1357, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0223, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3844e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9768, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(0.5288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5288, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11325.4229, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3834e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1314, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(0.4689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11296.5537, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3854e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9697, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(0.5271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11184.1982, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0389, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3862e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1039, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(0.4832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11063.9746, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3823e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9772, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(0.4963, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4963, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11367.6621, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3426, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3860e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0583, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(0.4825, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4825, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11278.5449, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2550, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0260, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3866e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9947, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(0.4513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11290.3867, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2606, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3816e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9114, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(0.5285, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5285, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11435.9951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3859e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1621, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(0.4799, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4799, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11458.0488, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3297, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3857e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0354, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(0.5162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11272.5605, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2880, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0241, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3821e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0904, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(0.4816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11412.1562, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3857e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0371, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(0.4957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4957, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11259.3184, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3839e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9974, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(0.4804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11343.1895, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3027, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3828e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0016, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(0.5066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11368.4727, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3710, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3857e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0701, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(0.4938, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4938, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11361.0820, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3471, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3846e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0317, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(0.4952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11679.5234, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3540, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3830e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0293, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(0.4952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11442.3418, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3305, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3853e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0715, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(0.4750, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4750, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11405.8564, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3859e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0066, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(0.4899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11071.5547, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1803, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3879e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0440, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(0.4544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11429.3223, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3857e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9779, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(0.4968, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4968, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11361.1221, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3568, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3869e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0492, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 100 loss: tensor(0.4636, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4636, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11549.4746, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2486, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3840e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0156, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 101 loss: tensor(0.5397, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5397, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11441.0781, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0268, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3873e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1616, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 102 loss: tensor(0.4924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11432.6992, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3867e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9931, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 103 loss: tensor(0.4762, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4762, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11287.2402, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3840e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9769, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 104 loss: tensor(0.4179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11326.7793, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3810e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8418, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 105 loss: tensor(0.4711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11393.4258, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.2753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3857e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9938, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 106 loss: tensor(0.4611, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4611, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11448.0977, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3854e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0087, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 107 loss: tensor(0.4809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11502.5312, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3875e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0182, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 108 loss: tensor(0.5177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11582.5010, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3851e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1018, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 109 loss: tensor(0.4964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11565.4385, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3864e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0289, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 110 loss: tensor(0.4648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11606.9912, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.3384, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.3852e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0227, device='cuda:0', grad_fn=<MseLossBackward0>)
