epoch: 1 loss: tensor(3.8547, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0045, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3412862.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8262, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(3.9754, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1405, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3684849., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8244, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(4.0064, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3176260.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8884, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(4.0049, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0115, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1499, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1127, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3273624., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8434, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(4.0180, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1787, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3303225., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8304, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(4.0389, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0856, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1088, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3283462.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9423, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(3.9839, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0825, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1116, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3588523., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8890, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(3.9277, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1049, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3389718., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8129, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(4.0549, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0113, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3583832., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9146, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(3.9720, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0110, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1307, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1060, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3334105.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8302, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(3.8741, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0744, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3304574.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7892, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(4.1597, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2893, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3328845.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8605, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(4.0200, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1176, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3244913., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8942, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(3.9190, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1159, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3182044.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7933, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(3.9843, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1186, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3163760.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7498, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(4.0303, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1309, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3544570.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8845, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(3.8624, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0110, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3211418.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8260, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(3.9652, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3485902.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8456, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(3.8888, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0112, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3405977.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8624, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(3.8804, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3496270.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8711, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(3.8911, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0110, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0243, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1040, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3444819., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8558, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(3.9394, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1246, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3454407.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8038, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(4.0504, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0132, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0787, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3321013.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9585, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(4.0145, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1666, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3196822., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8391, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(3.9484, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1318, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1138, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3165661., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8079, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(3.9317, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3313846., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8116, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(3.9378, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3276046.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8144, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(3.9370, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0104, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0746, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3467089.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8520, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(3.9405, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3391774., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8689, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(4.0914, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3182285.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9297, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(4.1243, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1932, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3386260., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9202, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(3.8902, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1134, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3427035.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8082, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(4.0069, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1725, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1175, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3252098.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8251, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(3.9260, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0486, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3547140.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8673, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(3.9644, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1742, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3402563.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7826, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(3.8900, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0072, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0766, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3332434.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8061, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(3.9992, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3312662.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8508, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(4.0431, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0064, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2339, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3158897., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8028, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(4.0289, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1328, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1173, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3420522., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8868, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(4.0460, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3552441., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8908, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(3.9619, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0824, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1136, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3243162.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8697, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(3.9546, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0081, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1612, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1276, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3342020., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7853, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(3.8750, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1209, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3404415., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7712, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(3.8720, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1236, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3288371., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7791, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 100 loss: tensor(4.0503, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0134, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3530330., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8506, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 101 loss: tensor(4.0097, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0100, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1547, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3446249.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8449, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 102 loss: tensor(4.0642, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0101, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1789, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1108, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3176646.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8752, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 103 loss: tensor(4.0432, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1585, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3279330.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8751, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 104 loss: tensor(4.0529, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3537567.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9267, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 105 loss: tensor(3.8945, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0279, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3482595., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8547, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 106 loss: tensor(3.8885, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3214273.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7822, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 107 loss: tensor(4.1134, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2058, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3500584.7500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8947, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 108 loss: tensor(3.8883, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3336761.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8152, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 109 loss: tensor(3.9722, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3257720.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7987, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 110 loss: tensor(3.9121, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3536570.5000, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8179, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 111 loss: tensor(3.9507, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0085, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(-0., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0750, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1269, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3438180.2500, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8672, device='cuda:0', grad_fn=<MseLossBackward0>)
