epoch: 1 loss: tensor(1.0374, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0374, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(138427.2812, device='cuda:0', grad_fn=<MulBackward0>) tensor(387.6078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(32.7105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8052e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2279, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 101 loss: tensor(1.5046, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8026, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.7861, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5709e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6826, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 102 loss: tensor(1.5396, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8073, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1943, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5742e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7123, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 103 loss: tensor(1.5302, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0469, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5744e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7005, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 104 loss: tensor(1.6073, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.9951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0258, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0258, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5711e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7351, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 105 loss: tensor(1.5057, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7975, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.9316, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5719e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6939, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 106 loss: tensor(1.4294, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7556, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1152, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5709e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6545, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 107 loss: tensor(1.4503, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1602, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5703e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6644, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 108 loss: tensor(1.4458, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7680, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.8281, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5681e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6636, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 109 loss: tensor(1.4981, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7965, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.8271, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5759e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6864, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 110 loss: tensor(1.3991, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.8281, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0228, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0228, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5733e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6275, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 111 loss: tensor(1.5437, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8058, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1250, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5738e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7173, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 112 loss: tensor(1.5399, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2217, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0204, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0204, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5692e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7081, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 113 loss: tensor(1.5614, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8245, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.3086, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5724e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7210, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 114 loss: tensor(1.6224, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8560, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2383, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5706e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7461, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 115 loss: tensor(1.5937, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8498, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.3213, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5755e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7200, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 116 loss: tensor(1.4855, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0811, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0146, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0146, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5725e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6865, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 117 loss: tensor(1.5263, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8131, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0693, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5752e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6985, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 118 loss: tensor(1.4983, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1484, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5742e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6854, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 119 loss: tensor(1.4339, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7684, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0400, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5752e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6455, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 120 loss: tensor(1.5322, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0586, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5724e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7047, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 121 loss: tensor(1.3704, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7424, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0771, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5703e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6112, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 122 loss: tensor(1.5385, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8057, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0234, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5697e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7144, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 123 loss: tensor(1.4235, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7613, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0527, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5764e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6475, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 124 loss: tensor(1.5159, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2725, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0215, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5760e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6849, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 125 loss: tensor(1.4165, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7585, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1611, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5699e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6385, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 126 loss: tensor(1.4588, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7792, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2461, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5737e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6615, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 127 loss: tensor(1.3970, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7522, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2012, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5755e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6311, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 128 loss: tensor(1.5023, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8070, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11822.9258, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5700e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6824, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 129 loss: tensor(1.5738, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8453, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1836, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5708e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7073, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 130 loss: tensor(1.5129, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1465, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5702e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6887, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 131 loss: tensor(1.5393, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8166, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0420, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5765e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7043, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 132 loss: tensor(1.5096, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1660, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5711e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6793, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 133 loss: tensor(1.5578, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8273, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0107, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5704e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7100, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 134 loss: tensor(1.4259, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7660, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1602, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0161, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0161, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5666e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6438, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 135 loss: tensor(1.3631, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7291, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0254, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5733e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6203, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 136 loss: tensor(1.4309, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1133, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0125, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0125, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5725e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6480, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 137 loss: tensor(1.7336, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2031, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5694e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8074, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 138 loss: tensor(1.5395, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1865, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5700e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6982, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 139 loss: tensor(1.4894, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2988, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5754e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6622, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 140 loss: tensor(1.5597, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8311, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1289, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5714e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7049, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 141 loss: tensor(1.5167, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1309, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5778e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6831, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 142 loss: tensor(1.4586, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7953, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2617, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0201, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0201, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5741e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6432, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 143 loss: tensor(1.5917, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.3281, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5728e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7155, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 144 loss: tensor(1.5461, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.4395, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0243, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0243, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5709e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6998, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 145 loss: tensor(1.5503, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8346, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.3604, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5724e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6957, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 146 loss: tensor(1.3720, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7466, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.3066, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5733e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6093, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 147 loss: tensor(1.3663, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7292, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.3701, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5710e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6202, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 148 loss: tensor(1.5046, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8031, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.1309, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0156, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5715e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6860, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 149 loss: tensor(1.3622, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.4883, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5753e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6164, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 150 loss: tensor(1.2688, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.6833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2969, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5753e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5722, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 151 loss: tensor(1.5198, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.0566, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0151, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5682e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6958, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 152 loss: tensor(1.4225, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7728, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2744, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5731e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6293, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 153 loss: tensor(1.5503, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.5957, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5695e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7013, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 154 loss: tensor(1.5350, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8150, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.4619, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5748e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6993, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 155 loss: tensor(1.4951, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11823.2656, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0141, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0141, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5750e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6869, device='cuda:0', grad_fn=<MseLossBackward0>)
