epoch: 1 loss: tensor(0.8013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2851.0845, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9249, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.4402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6388, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3029.7002, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8137, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2558, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.7077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7350, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3029.4927, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7077, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(67.5386, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9048, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.8844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6904, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3010.2527, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(39.2289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3214, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.5717, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7068, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3061.4658, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5717, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9877, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6571, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.5527, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7485, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3112.0771, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5527, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6798, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.4552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7172, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3010.7234, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4552, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20.9784, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3872, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.8476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3009.9390, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(28.6229, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2332, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.7368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3014.9365, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8468, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.7065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7313, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3059.5913, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8821, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.5438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7717, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3077.0271, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9.1227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8262, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.6904, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6765, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2989.3838, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6904, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(44.6613, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0569, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.4518, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6858, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3009.5708, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4518, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5049, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.7474, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7021, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3027.0322, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7474, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(26.6576, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5920, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.6440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7381, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3078.5850, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6440, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(31.5117, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1605, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.5763, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6586, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3061.9348, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5763, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8726, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.6165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7388, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3024.8613, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(29.3791, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9493, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.5734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6600, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3043.5032, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5734, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(60.2718, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8308, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.6043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2976.8662, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6043, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(30.9413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7462, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.5667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7125, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3094.3899, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5.9354, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6102, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.6874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3045.1230, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6874, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(58.2087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8884, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.4020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6518, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3095.6392, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6761, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3258, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.7843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7392, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2991.1807, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7843, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6746, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0737, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.5823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7571, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3029.6646, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9764, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0497, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.8332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3026.5005, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(47.6239, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.0438, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.6942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3041.0781, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5.8039, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3069, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.5747, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3026.2300, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5747, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2882, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.7201, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2980.8213, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7201, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8836, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(0.4646, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3013.7412, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4646, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1932, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(0.6859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6657, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2984.6646, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6.1282, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9703, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(0.6160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7791, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3060.2334, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8325, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(0.5743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3060.4150, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5743, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3700, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8803, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(0.6768, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6639, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2959.0488, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6768, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.6481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3434, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(0.8690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3046.5652, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15.0347, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9753, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(0.5992, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2991.4253, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5992, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3111, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(0.5783, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8123, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3064.2305, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5783, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.9114, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.4555, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(0.6240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6063, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3043.3987, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.5390, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0124, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(0.5513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3060.9805, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7.8630, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0697, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(0.4549, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6067, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3078.2227, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4549, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(10.3073, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8305, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(0.9163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3045.6006, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9163, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.0327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6708, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(0.6890, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6541, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2992.7439, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6890, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(68.6995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8997, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(0.7224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3030.5784, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1910, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0601, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(0.6093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3043.2109, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.3499, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0341, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(0.5353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6881, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3010.3262, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.9061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9809, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(0.4826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3059.9988, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6005, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(0.5368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3080.9116, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9533, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(0.5781, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7491, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3026.5632, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5781, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(9.7268, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7351, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(0.7022, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6522, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3025.2690, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7022, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2565, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.5582, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(0.6283, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6908, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3094.1221, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6283, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3.8161, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.7916, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(0.7859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8147, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3111.4089, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7859, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.6575, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9893, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(0.9966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.6888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3041.1851, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.2509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9915, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(0.4520, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7030, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3043.3965, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.4520, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4.2016, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8315, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(0.7406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8534, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2993.1509, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.6158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7788, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(0.5371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3129.1050, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5371, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0767, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9381, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(0.5946, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7412, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3044.6353, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5946, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5.2796, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3173, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(0.7924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7779, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3041.8970, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8976, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1703, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(0.5795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3044.0156, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5795, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9313, device='cuda:0', grad_fn=<MseLossBackward0>)
