epoch: 1 loss: tensor(402.3177, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1921, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(402.3177, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.8459, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1512.8705, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16055445., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1500, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1198, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4501.5034, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16048074., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8259, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(397.5944, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5944, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9765, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2854.7327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16014986., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8763, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4544.1260, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16015910., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6175, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(397.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1875, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4104.3354, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16032472., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1610, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(397.5941, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9990, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5941, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2265, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4490.5439, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16046644., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9708, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(397.5936, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0096, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5936, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1558, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6590.0483, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16010347., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9648, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(397.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2441, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1169, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3722.6194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16022266., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2114, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(397.5943, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5943, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8915, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5956.0649, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16026548., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8776, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9205, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4733.2856, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16017369., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8493, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1968, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5110.3027, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16032712., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1763, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(397.6037, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9954, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6037, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6593, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3723.8376, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16021987., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9589, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(397.6062, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0699, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6062, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4930.9985, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16021071., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0216, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(397.6136, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1425, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6136, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3510, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6912.7573, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16042362., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0622, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(397.6011, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1061, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6011, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0845, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3650.5786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16037478., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0567, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(397.6006, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2895, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.6006, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5350.0991, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16018914., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2685, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(397.5991, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5991, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1014, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3579.5454, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16022346., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0889, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(397.5955, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0635, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5955, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1322, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4007.0667, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16019018., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0276, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2230, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7660, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3698.6753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16024215., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2051, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(397.5941, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9040, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5941, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9912, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4097.7056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16024944., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8756, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(397.5951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9919, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5951, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8808, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4134.3467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16023518., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9701, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9992, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3689.4370, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16025720., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9598, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(397.5966, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9250, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5966, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3560.2573, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16026242., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8869, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(397.5968, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2003, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5968, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0441, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4824.7793, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16020941., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1590, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(397.5956, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1001, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5956, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0365, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3633.5146, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16026978., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0709, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0359, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4779.1719, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16032207., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0280, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(397.5947, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9870, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5947, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5860, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6687.2031, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16006734., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9463, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8601, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6549.7056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16028070., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8220, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(397.5991, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0269, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5991, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4152.1616, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16029935., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0032, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(397.5993, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5993, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4870, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5587.5542, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16063252., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9312, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7385, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3647.3323, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16032380., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7030, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(397.5939, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5939, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2416, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5268.9146, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16038198., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9445, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(397.5937, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0502, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5937, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0282, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6233.4697, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16045040., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0043, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5938, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3722, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6141.2578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16060276., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0869, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9005, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4902.8286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16024644., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1433, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0001, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5946, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7988, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3030.5120, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16025574., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9579, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(397.5951, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5951, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1285, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4833.9844, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16046335., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1116, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(397.5947, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2812, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5947, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9835, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5399.2173, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16024084., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2609, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(397.5940, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3404, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5940, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3526.9565, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16020792., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2907, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(397.5953, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1107, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5953, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8771, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4670.0747, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16023836., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0775, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(397.5963, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5963, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8898, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(5094.6445, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16021047., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8363, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(397.5984, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0051, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5984, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0657, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2502.9861, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16023721., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9151, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8727, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5942, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6337, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(3725.1355, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16010862., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8429, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(397.5940, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8890, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5940, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9527, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4710.4478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16024929., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8511, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 100 loss: tensor(397.5937, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(397.5937, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0357, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4985.2129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16021817., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9303, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 1 loss: tensor(1190.6622, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.2775, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.6613, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(4.0009, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22089304., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2757, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 2 loss: tensor(1188.5425, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.2327, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6780, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.3099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22320620., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7920, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 3 loss: tensor(1187.9951, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1404, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8547, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22234204., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1939, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 4 loss: tensor(1187.5404, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1351, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1250, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9602, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22442320., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1331, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 5 loss: tensor(1187.8627, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.0945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1257, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.7370, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23200926., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0927, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 6 loss: tensor(1186.9213, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8551, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1218, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6713, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7995, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23597278., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8511, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 7 loss: tensor(1187.9211, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1178, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24411164., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1183, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 8 loss: tensor(1187.2366, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1666, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1073, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1046, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.1293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24514688., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1659, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 9 loss: tensor(1187.0194, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9937, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1082, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9273, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9113, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24428550., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9890, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 10 loss: tensor(1187.5229, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.9435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1062, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3102, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.4168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24474904., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9415, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(1187.0587, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1125, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9495, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9461, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24345536., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1746, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(1186.9832, device='cuda:0', grad_fn=<AddBackward0>) tensor(1.1256, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1186.1117, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7830, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8715, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24199840., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1166, device='cuda:0', grad_fn=<MseLossBackward0>)
