epoch: 1 loss: tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.1704, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(113440.8125, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2327, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.4777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(803.7900, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0284, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23397320., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6196, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(0.4487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(827.6075, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21998516., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5557, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(0.4683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4683, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(643.7303, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6867, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0408, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21466468., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5091, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(0.4861, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4861, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(834.4904, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0332, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23817572., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6483, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(0.4568, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4568, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(884.3352, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21791098., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5683, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(0.4887, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4887, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(891.8586, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3833, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22410854., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6272, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(0.4671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(740.2338, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0468, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21928682., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6070, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(0.4911, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4911, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(762.6736, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0238, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20495784., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5497, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(0.4725, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4725, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(734.3645, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0598, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22107164., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5780, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(0.4481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4481, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(855.7523, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2906, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21924572., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5366, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(0.4740, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4740, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(772.2802, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0753, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22356628., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6096, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(0.4703, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4703, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(899.4661, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.4084, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0486, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20304528., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5695, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(0.4960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(967.8506, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.6225, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0875, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21220884., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5990, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(0.4947, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4947, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(834.7939, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0828, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21678566., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6181, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(0.5139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(834.1805, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22310382., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6038, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(0.4615, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4615, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(844.2819, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2708, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0690, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21228780., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5436, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(0.4638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(748.4229, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0076, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0555, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21633964., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5286, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(0.5007, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5007, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(695.4519, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.8647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21461068., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6101, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(0.5133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(876.3558, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0928, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22391312., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6267, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(0.4581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1097.0007, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9445, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0948, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20865316., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5670, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(0.4759, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4759, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(839.9775, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2545, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0881, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21072740., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5632, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(0.4576, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4576, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1010.2820, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21192382., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5729, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(0.5040, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5040, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1145.7001, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22553300., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(0.4731, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4731, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(862.6688, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3936, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1449, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(22804464., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(0.4829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4829, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(733.8724, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.9701, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0676, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21495378., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5636, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(0.4862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4862, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1066.3274, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0725, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21396652., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5759, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(0.4344, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4344, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(962.0159, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.5822, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0864, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21002068., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5013, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(0.5017, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5017, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1079.0912, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9463, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20808380., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6173, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(789.9158, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(23292024., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5795, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(0.4455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4455, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(914.0467, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.4583, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0841, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20700142., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5128, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(0.4612, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4612, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1047.6056, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8807, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20294122., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5416, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(0.4578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1229.7268, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3561, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0703, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20539020., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5196, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(0.5089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.5089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1061.0101, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1019, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21413148., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6012, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(0.4544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1024.8086, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7746, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20791288., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5038, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(0.4693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4693, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1042.5831, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8133, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1056, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20889644., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5160, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(0.4816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4816, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(996.7155, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(21439864., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.6120, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(0.4539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1046.4893, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8004, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1063, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20907606., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5420, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(0.4525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4525, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(788.5925, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.1006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20735138., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5299, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(0.4524, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4524, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1057.7510, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8287, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1082, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19557314., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5493, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(0.4910, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4910, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1343.0110, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6672, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(20079800., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5710, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(0.4831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1190.2075, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19309196., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5638, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(0.4397, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4397, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1145.9698, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1052, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1126, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19896388., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5073, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(0.4625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(944.4797, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.5040, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19661382., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5370, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 100 loss: tensor(0.4427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1102.4653, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9647, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1119, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19759494., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4919, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 1 loss: tensor(0.4451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1027.8115, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7943, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19610380., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5026, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 2 loss: tensor(0.4335, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4335, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1009.6132, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1354, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19319152., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4672, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 3 loss: tensor(0.4411, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4411, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1246.0875, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3615, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(18932532., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5193, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 4 loss: tensor(0.4059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1014.6267, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1451, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(18560212., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4827, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 5 loss: tensor(0.4745, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4745, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1035.7095, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7950, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1011, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(19637980., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5645, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 6 loss: tensor(0.4356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1260.5029, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4248, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(18142896., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5021, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 7 loss: tensor(0.3974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3974, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1071.2158, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8353, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17780676., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4443, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 8 loss: tensor(0.4557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(778.0125, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.0730, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0834, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(18337848., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4708, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 9 loss: tensor(0.4717, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4717, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1027.2203, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7568, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17373272., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5150, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 10 loss: tensor(0.4312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(868.5317, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.3390, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0801, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17561754., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4451, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(0.4495, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4495, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1304.8369, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5691, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1675, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17465078., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5032, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.4103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(984.6511, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.5958, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0858, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17514160., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4497, device='cuda:0', grad_fn=<MseLossBackward0>)
