epoch: 1 loss: tensor(214.9493, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3470, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(214.9493, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5990, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1574, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283406., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3470, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9871, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1080, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3493, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283456., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9872, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1662, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0500, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2491, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283564., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1662, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(197.1297, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1491, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1297, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1205, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2900, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283546., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1491, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(197.1297, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2917, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1297, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9858, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283920., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2918, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(197.1282, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1282, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8663, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3020, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283336., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2217, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(197.1290, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2768, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1290, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9487, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283894., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2768, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(197.1289, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9839, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1289, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2588, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283964., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9839, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2737, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2527, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283468., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2737, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(197.1306, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3988, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1306, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9744, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283292., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3988, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(197.1288, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1288, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283320., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1109, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2790, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8657, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2274, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283290., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2790, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2196, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7584, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283780., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2196, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(197.1285, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4254, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1285, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7970, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283728., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4254, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(197.1283, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1283, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8741, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283684., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2270, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6581, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283726., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2293, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1711, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3018, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283470., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1711, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6781, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2735, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283696., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3748, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(197.1283, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2004, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1283, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1955, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24284096., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2004, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(197.1286, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1827, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1286, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8751, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3175, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283278., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1827, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0770, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283862., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2174, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3262, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9048, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2217, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283598., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3262, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3738, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1287, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9309, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283740., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3738, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2273, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283536., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3203, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1569, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0132, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3663, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283254., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1570, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0282, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0314, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3444, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283800., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0283, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(197.1285, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1285, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3466, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283500., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2190, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2764, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283946., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4013, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(197.1288, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1288, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9362, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283488., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(197.1280, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2178, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1280, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2565, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283348., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2178, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(197.1280, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1024, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1280, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8575, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3549, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283722., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1024, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(197.1282, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1526, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1282, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0372, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3161, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283604., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1527, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9999, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1284, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8603, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3379, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283736., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9999, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(197.1286, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4352, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1286, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0567, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283634., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4352, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(197.1285, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0661, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1285, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9298, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3867, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283484., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0661, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2307, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3089, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283374., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2307, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(197.1280, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1280, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0558, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3367, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24284068., device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9253, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2497, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1281, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283552., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2498, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(197.1276, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1276, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7319, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283400., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2392, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3180, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9912, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3609, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283632., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3180, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0064, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3604, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283672., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0064, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(197.1276, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2810, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1276, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8325, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283552., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2810, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1279, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8996, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2496, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283530., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0368, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(197.1277, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1269, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(197.1277, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0263, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2206, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(24283424., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1269, device='cuda:0', grad_fn=<MseLossBackward0>)
